category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:1900376	1.0000000000057	0.948475562045447	0	1	regulation of secondary metabolite biosynthetic process	BP	1	1
GO:1900377	1.0000000000057	0.948475562045447	0	1	negative regulation of secondary metabolite biosynthetic process	BP	1	1
GO:0003923	1.00000000000571	0.839689975407339	0	1	GPI-anchor transamidase activity	MF	1	1
GO:0004378	1.00000000000571	0.839689975407339	0	1	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity	MF	1	1
GO:0097165	1.00000000000572	0.888315523037117	0	1	nuclear stress granule	CC	1	1
GO:0031251	1.00000000000572	0.667173130938355	0	2	PAN complex	CC	1	1
GO:0007054	1.0000000000058	0.855812455918246	0	2	spindle assembly involved in male meiosis I	BP	1	1
GO:0035672	1.00000000000583	0.873412874674055	0	2	oligopeptide transmembrane transport	BP	1	1
GO:0071731	1.00000000000584	0.932655665673768	0	5	response to nitric oxide	BP	1	1
GO:0097091	1.00000000000584	0.79169748258973	0	2	synaptic vesicle clustering	BP	1	1
GO:0019187	1.00000000000585	0.833527945538976	0	1	beta-1,4-mannosyltransferase activity	MF	1	1
GO:0004660	1.00000000000585	0.730004728352567	0	2	protein farnesyltransferase activity	MF	1	1
GO:0005965	1.00000000000585	0.730004728352567	0	2	protein farnesyltransferase complex	CC	1	1
GO:0018343	1.00000000000585	0.730004728352567	0	2	protein farnesylation	BP	1	1
GO:0019749	1.00000000000586	0.677812796294588	0	2	cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte	BP	1	1
GO:0002176	1.00000000000586	0.80465708491194	0	1	male germ cell proliferation	BP	1	1
GO:1905937	1.00000000000586	0.80465708491194	0	1	negative regulation of germ cell proliferation	BP	1	1
GO:2000254	1.00000000000586	0.80465708491194	0	1	regulation of male germ cell proliferation	BP	1	1
GO:2000255	1.00000000000586	0.80465708491194	0	1	negative regulation of male germ cell proliferation	BP	1	1
GO:0004057	1.00000000000588	0.855785932541502	0	1	arginyltransferase activity	MF	1	1
GO:0016598	1.00000000000588	0.855785932541502	0	1	protein arginylation	BP	1	1
GO:0033567	1.00000000000588	0.855785932541502	0	1	DNA replication, Okazaki fragment processing	BP	1	1
GO:1903461	1.00000000000588	0.855785932541502	0	1	Okazaki fragment processing involved in mitotic DNA replication	BP	1	1
GO:0032048	1.00000000000589	0.644521971581259	0	5	cardiolipin metabolic process	BP	1	1
GO:0070594	1.00000000000589	0.654351945402895	0	2	juvenile hormone response element binding	MF	1	1
GO:0070865	1.0000000000059	0.444492408805487	0	5	investment cone	CC	1	1
GO:0000256	1.0000000000059	0.988767600052933	0	1	allantoin catabolic process	BP	1	1
GO:0001534	1.0000000000059	0.988767600052933	0	1	radial spoke	CC	1	1
GO:0001587	1.0000000000059	0.988767600052933	0	1	Gq/11-coupled serotonin receptor activity	MF	1	1
GO:0001609	1.0000000000059	0.988767600052933	0	1	G protein-coupled adenosine receptor activity	MF	1	1
GO:0001973	1.0000000000059	0.988767600052933	0	1	G protein-coupled adenosine receptor signaling pathway	BP	1	1
GO:0003306	1.0000000000059	0.988767600052933	0	1	Wnt signaling pathway involved in heart development	BP	1	1
GO:0004038	1.0000000000059	0.988767600052933	0	1	allantoinase activity	MF	1	1
GO:0004047	1.0000000000059	0.988767600052933	0	1	aminomethyltransferase activity	MF	1	1
GO:0004102	1.0000000000059	0.988767600052933	0	1	choline O-acetyltransferase activity	MF	1	1
GO:0004489	1.0000000000059	0.988767600052933	0	1	methylenetetrahydrofolate reductase (NAD(P)H) activity	MF	1	1
GO:0004510	1.0000000000059	0.988767600052933	0	1	tryptophan 5-monooxygenase activity	MF	1	1
GO:0005000	1.0000000000059	0.988767600052933	0	1	vasopressin receptor activity	MF	1	1
GO:0005034	1.0000000000059	0.988767600052933	0	1	osmosensor activity	MF	1	1
GO:0005228	1.0000000000059	0.988767600052933	0	1	intracellular sodium activated potassium channel activity	MF	1	1
GO:0005234	1.0000000000059	0.988767600052933	0	1	extracellularly glutamate-gated ion channel activity	MF	1	1
GO:0005859	1.0000000000059	0.988767600052933	0	1	muscle myosin complex	CC	1	1
GO:0006837	1.0000000000059	0.988767600052933	0	1	serotonin transport	BP	1	1
GO:0006880	1.0000000000059	0.988767600052933	0	1	intracellular sequestering of iron ion	BP	1	1
GO:0007463	1.0000000000059	0.988767600052933	0	1	R2/R5 cell fate commitment	BP	1	1
GO:0007512	1.0000000000059	0.988767600052933	0	1	adult heart development	BP	1	1
GO:0007596	1.0000000000059	0.988767600052933	0	1	blood coagulation	BP	1	1
GO:0007597	1.0000000000059	0.988767600052933	0	1	blood coagulation, intrinsic pathway	BP	1	1
GO:0008068	1.0000000000059	0.988767600052933	0	1	extracellularly glutamate-gated chloride channel activity	MF	1	1
GO:0008364	1.0000000000059	0.988767600052933	0	1	pupal chitin-based cuticle development	BP	1	1
GO:0008447	1.0000000000059	0.988767600052933	0	1	L-ascorbate oxidase activity	MF	1	1
GO:0008488	1.0000000000059	0.988767600052933	0	1	gamma-glutamyl carboxylase activity	MF	1	1
GO:0008517	1.0000000000059	0.988767600052933	0	1	folic acid transmembrane transporter activity	MF	1	1
GO:0008609	1.0000000000059	0.988767600052933	0	1	alkylglycerone-phosphate synthase activity	MF	1	1
GO:0008890	1.0000000000059	0.988767600052933	0	1	glycine C-acetyltransferase activity	MF	1	1
GO:0009730	1.0000000000059	0.988767600052933	0	1	detection of carbohydrate stimulus	BP	1	1
GO:0009731	1.0000000000059	0.988767600052933	0	1	detection of sucrose stimulus	BP	1	1
GO:0009732	1.0000000000059	0.988767600052933	0	1	detection of hexose stimulus	BP	1	1
GO:0010106	1.0000000000059	0.988767600052933	0	1	cellular response to iron ion starvation	BP	1	1
GO:0010578	1.0000000000059	0.988767600052933	0	1	regulation of adenylate cyclase activity involved in G protein-coupled receptor signaling pathway	BP	1	1
GO:0015884	1.0000000000059	0.988767600052933	0	1	folic acid transport	BP	1	1
GO:0018025	1.0000000000059	0.988767600052933	0	1	calmodulin-lysine N-methyltransferase activity	MF	1	1
GO:0019150	1.0000000000059	0.988767600052933	0	1	D-ribulokinase activity	MF	1	1
GO:0030193	1.0000000000059	0.988767600052933	0	1	regulation of blood coagulation	BP	1	1
GO:0031952	1.0000000000059	0.988767600052933	0	1	regulation of protein autophosphorylation	BP	1	1
GO:0031954	1.0000000000059	0.988767600052933	0	1	positive regulation of protein autophosphorylation	BP	1	1
GO:0033240	1.0000000000059	0.988767600052933	0	1	positive regulation of cellular amine metabolic process	BP	1	1
GO:0034286	1.0000000000059	0.988767600052933	0	1	response to maltose	BP	1	1
GO:0034287	1.0000000000059	0.988767600052933	0	1	detection of monosaccharide stimulus	BP	1	1
GO:0034288	1.0000000000059	0.988767600052933	0	1	detection of disaccharide stimulus	BP	1	1
GO:0034289	1.0000000000059	0.988767600052933	0	1	detection of maltose stimulus	BP	1	1
GO:0035034	1.0000000000059	0.988767600052933	0	1	histone acetyltransferase regulator activity	MF	1	1
GO:0035236	1.0000000000059	0.988767600052933	0	1	proctolin receptor activity	MF	1	1
GO:0035237	1.0000000000059	0.988767600052933	0	1	corazonin receptor activity	MF	1	1
GO:0035302	1.0000000000059	0.988767600052933	0	1	ecdysteroid 25-hydroxylase activity	MF	1	1
GO:0035588	1.0000000000059	0.988767600052933	0	1	G protein-coupled purinergic receptor signaling pathway	BP	1	1
GO:0035590	1.0000000000059	0.988767600052933	0	1	purinergic nucleotide receptor signaling pathway	BP	1	1
GO:0042049	1.0000000000059	0.988767600052933	0	1	cellular acyl-CoA homeostasis	BP	1	1
GO:0042071	1.0000000000059	0.988767600052933	0	1	leucokinin receptor activity	MF	1	1
GO:0045764	1.0000000000059	0.988767600052933	0	1	positive regulation of cellular amino acid metabolic process	BP	1	1
GO:0045821	1.0000000000059	0.988767600052933	0	1	positive regulation of glycolytic process	BP	1	1
GO:0047444	1.0000000000059	0.988767600052933	0	1	N-acylneuraminate-9-phosphate synthase activity	MF	1	1
GO:0047484	1.0000000000059	0.988767600052933	0	1	regulation of response to osmotic stress	BP	1	1
GO:0048054	1.0000000000059	0.988767600052933	0	1	R2/R5 cell differentiation	BP	1	1
GO:0048816	1.0000000000059	0.988767600052933	0	1	ocellus morphogenesis	BP	1	1
GO:0048864	1.0000000000059	0.988767600052933	0	1	stem cell development	BP	1	1
GO:0050353	1.0000000000059	0.988767600052933	0	1	trimethyllysine dioxygenase activity	MF	1	1
GO:0050818	1.0000000000059	0.988767600052933	0	1	regulation of coagulation	BP	1	1
GO:0050897	1.0000000000059	0.988767600052933	0	1	cobalt ion binding	MF	1	1
GO:0050968	1.0000000000059	0.988767600052933	0	1	detection of chemical stimulus involved in sensory perception of pain	BP	1	1
GO:0051594	1.0000000000059	0.988767600052933	0	1	detection of glucose	BP	1	1
GO:0051610	1.0000000000059	0.988767600052933	0	1	serotonin uptake	BP	1	1
GO:0060287	1.0000000000059	0.988767600052933	0	1	epithelial cilium movement involved in determination of left/right asymmetry	BP	1	1
GO:0061311	1.0000000000059	0.988767600052933	0	1	cell surface receptor signaling pathway involved in heart development	BP	1	1
GO:0061316	1.0000000000059	0.988767600052933	0	1	canonical Wnt signaling pathway involved in heart development	BP	1	1
GO:0070728	1.0000000000059	0.988767600052933	0	1	leucine binding	MF	1	1
GO:0072376	1.0000000000059	0.988767600052933	0	1	protein activation cascade	BP	1	1
GO:0072378	1.0000000000059	0.988767600052933	0	1	blood coagulation, fibrin clot formation	BP	1	1
GO:0097003	1.0000000000059	0.988767600052933	0	1	adipokinetic hormone receptor activity	MF	1	1
GO:0097004	1.0000000000059	0.988767600052933	0	1	adipokinetic hormone binding	MF	1	1
GO:0097577	1.0000000000059	0.988767600052933	0	1	sequestering of iron ion	BP	1	1
GO:0097604	1.0000000000059	0.988767600052933	0	1	temperature-gated cation channel activity	MF	1	1
GO:0098838	1.0000000000059	0.988767600052933	0	1	folate transmembrane transport	BP	1	1
GO:0102294	1.0000000000059	0.988767600052933	0	1	cholesterol dehydrogenase activity	MF	1	1
GO:0140081	1.0000000000059	0.988767600052933	0	1	glycosylated region protein binding	MF	1	1
GO:1900046	1.0000000000059	0.988767600052933	0	1	regulation of hemostasis	BP	1	1
GO:1904068	1.0000000000059	0.988767600052933	0	1	G protein-coupled receptor signaling pathway involved in social behavior	BP	1	1
GO:1904685	1.0000000000059	0.988767600052933	0	1	positive regulation of metalloendopeptidase activity	BP	1	1
GO:1904947	1.0000000000059	0.988767600052933	0	1	folate import into mitochondrion	BP	1	1
GO:1990253	1.0000000000059	0.988767600052933	0	1	cellular response to leucine starvation	BP	1	1
GO:1990513	1.0000000000059	0.988767600052933	0	1	CLOCK-BMAL transcription complex	CC	1	1
GO:2000257	1.0000000000059	0.988767600052933	0	1	regulation of protein activation cascade	BP	1	1
GO:2000266	1.0000000000059	0.988767600052933	0	1	regulation of blood coagulation, intrinsic pathway	BP	1	1
GO:2000282	1.0000000000059	0.988767600052933	0	1	regulation of cellular amino acid biosynthetic process	BP	1	1
GO:2000284	1.0000000000059	0.988767600052933	0	1	positive regulation of cellular amino acid biosynthetic process	BP	1	1
GO:0009609	1.00000000000592	0.862200093619592	0	1	response to symbiotic bacterium	BP	1	1
GO:0098948	1.00000000000592	0.862200093619592	0	1	intrinsic component of postsynaptic specialization membrane	CC	1	1
GO:0099060	1.00000000000592	0.862200093619592	0	1	integral component of postsynaptic specialization membrane	CC	1	1
GO:0099061	1.00000000000592	0.862200093619592	0	1	integral component of postsynaptic density membrane	CC	1	1
GO:0099146	1.00000000000592	0.862200093619592	0	1	intrinsic component of postsynaptic density membrane	CC	1	1
GO:0097027	1.00000000000594	0.714433591531247	0	4	ubiquitin-protein transferase activator activity	MF	1	1
GO:1904668	1.00000000000594	0.714433591531247	0	4	positive regulation of ubiquitin protein ligase activity	BP	1	1
GO:1905784	1.00000000000594	0.714433591531247	0	4	regulation of anaphase-promoting complex-dependent catabolic process	BP	1	1
GO:1905786	1.00000000000594	0.714433591531247	0	4	positive regulation of anaphase-promoting complex-dependent catabolic process	BP	1	1
GO:1990757	1.00000000000594	0.714433591531247	0	4	ubiquitin ligase activator activity	MF	1	1
GO:0048867	1.00000000000594	0.831422160837072	0	1	stem cell fate determination	BP	1	1
GO:0002789	1.00000000000595	0.821502965064307	0	1	negative regulation of antifungal peptide production	BP	1	1
GO:0007253	1.00000000000595	0.821502965064307	0	1	cytoplasmic sequestering of NF-kappaB	BP	1	1
GO:0019408	1.00000000000595	0.759311106139654	0	2	dolichol biosynthetic process	BP	1	1
GO:0004839	1.00000000000596	0.655186279236101	0	2	ubiquitin activating enzyme activity	MF	1	1
GO:0070697	1.00000000000605	0.834234458107786	0	1	activin receptor binding	MF	1	1
GO:0004576	1.00000000000609	0.650470658447607	0	2	oligosaccharyl transferase activity	MF	1	1
GO:0004579	1.00000000000609	0.650470658447607	0	2	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	MF	1	1
GO:0030670	1.00000000000609	0.749583247450399	0	2	phagocytic vesicle membrane	CC	1	1
GO:0009450	1.00000000000612	0.87762444149154	0	2	gamma-aminobutyric acid catabolic process	BP	1	1
GO:0045901	1.00000000000613	0.796913778891843	0	1	positive regulation of translational elongation	BP	1	1
GO:0035101	1.00000000000618	0.644632296036871	0	2	FACT complex	CC	1	1
GO:0044238	1.00000000000618	0	387	5709	primary metabolic process	BP	1	0
GO:0005827	1.0000000000062	0.740279735610353	0	2	polar microtubule	CC	1	1
GO:0009838	1.0000000000062	0.940559357835642	0	1	abscission	BP	1	1
GO:0044878	1.0000000000062	0.940559357835642	0	1	mitotic cytokinesis checkpoint signaling	BP	1	1
GO:0004135	1.00000000000621	0.833214750720548	0	1	amylo-alpha-1,6-glucosidase activity	MF	1	1
GO:0045294	1.00000000000622	0.639763650950845	0	2	alpha-catenin binding	MF	1	1
GO:0004821	1.00000000000623	0.81790712693546	0	1	histidine-tRNA ligase activity	MF	1	1
GO:0006427	1.00000000000623	0.81790712693546	0	1	histidyl-tRNA aminoacylation	BP	1	1
GO:0035175	1.00000000000626	0.830313821730161	0	1	histone kinase activity (H3-S10 specific)	MF	1	1
GO:0070883	1.00000000000627	0.695753714032402	0	2	pre-miRNA binding	MF	1	1
GO:0070199	1.00000000000627	0.823416455091428	0	1	establishment of protein localization to chromosome	BP	1	1
GO:0071169	1.00000000000627	0.823416455091428	0	1	establishment of protein localization to chromatin	BP	1	1
GO:0090694	1.00000000000627	0.823416455091428	0	1	Scc2-Scc4 cohesin loading complex	CC	1	1
GO:0033313	1.00000000000627	0.700009471391833	0	4	meiotic cell cycle checkpoint signaling	BP	1	1
GO:0061573	1.00000000000628	0.838057925044466	0	1	actin filament bundle retrograde transport	BP	1	1
GO:0070650	1.00000000000628	0.838057925044466	0	1	actin filament bundle distribution	BP	1	1
GO:0072673	1.00000000000628	0.838057925044466	0	1	lamellipodium morphogenesis	BP	1	1
GO:0150012	1.00000000000628	0.838057925044466	0	1	positive regulation of neuron projection arborization	BP	1	1
GO:2000392	1.00000000000628	0.838057925044466	0	1	regulation of lamellipodium morphogenesis	BP	1	1
GO:2000394	1.00000000000628	0.838057925044466	0	1	positive regulation of lamellipodium morphogenesis	BP	1	1
GO:0017176	1.00000000000629	0.963004202255434	0	1	phosphatidylinositol N-acetylglucosaminyltransferase activity	MF	1	1
GO:0032994	1.00000000000629	0.963004202255434	0	1	protein-lipid complex	CC	1	1
GO:0004421	1.0000000000063	0.822112433388199	0	1	hydroxymethylglutaryl-CoA synthase activity	MF	1	1
GO:0010142	1.0000000000063	0.822112433388199	0	1	farnesyl diphosphate biosynthetic process, mevalonate pathway	BP	1	1
GO:1902767	1.0000000000063	0.822112433388199	0	1	isoprenoid biosynthetic process via mevalonate	BP	1	1
GO:0030350	1.00000000000632	0.844797113891873	0	1	iron-responsive element binding	MF	1	1
GO:1901418	1.00000000000632	0.844797113891873	0	1	positive regulation of response to ethanol	BP	1	1
GO:1901421	1.00000000000632	0.844797113891873	0	1	positive regulation of response to alcohol	BP	1	1
GO:0004382	1.00000000000632	0.74372092496221	0	2	GDP phosphatase activity	MF	1	1
GO:0045134	1.00000000000632	0.74372092496221	0	2	UDP phosphatase activity	MF	1	1
GO:0071439	1.00000000000633	0.651522018006796	0	2	clathrin complex	CC	1	1
GO:0003918	1.00000000000635	0.782545290304421	0	2	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	MF	1	1
GO:1901834	1.00000000000636	0.801719252551771	0	1	regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	BP	1	1
GO:1901835	1.00000000000636	0.801719252551771	0	1	positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	BP	1	1
GO:0004430	1.00000000000637	0.543924369181428	0	3	1-phosphatidylinositol 4-kinase activity	MF	1	1
GO:0030735	1.00000000000637	0.853332082753339	0	1	carnosine N-methyltransferase activity	MF	1	1
GO:0035498	1.00000000000637	0.853332082753339	0	1	carnosine metabolic process	BP	1	1
GO:0001675	1.00000000000638	0.753657590437957	0	2	acrosome assembly	BP	1	1
GO:0000702	1.00000000000638	0.653605563297752	0	4	oxidized base lesion DNA N-glycosylase activity	MF	1	1
GO:1903775	1.00000000000641	0.798234861772487	0	2	regulation of DNA double-strand break processing	BP	1	1
GO:1900408	1.00000000000641	0.837380776233585	0	2	negative regulation of cellular response to oxidative stress	BP	1	1
GO:0032485	1.00000000000646	0.80536230119529	0	1	regulation of Ral protein signal transduction	BP	1	1
GO:0004504	1.00000000000647	0.832045650380275	0	2	peptidylglycine monooxygenase activity	MF	1	1
GO:0004598	1.00000000000647	0.832045650380275	0	2	peptidylamidoglycolate lyase activity	MF	1	1
GO:0070877	1.00000000000651	0.803960974463455	0	2	microprocessor complex	CC	1	1
GO:1903095	1.00000000000651	0.803960974463455	0	2	ribonuclease III complex	CC	1	1
GO:0030199	1.00000000000652	0.617404556464747	0	2	collagen fibril organization	BP	1	1
GO:0000964	1.00000000000652	0.882096050057707	0	2	mitochondrial RNA 5'-end processing	BP	1	1
GO:0097745	1.00000000000652	0.882096050057707	0	2	mitochondrial tRNA 5'-end processing	BP	1	1
GO:0019099	1.00000000000652	0.733007371133302	0	3	female germ-line sex determination	BP	1	1
GO:1904675	1.00000000000656	0.688935054378291	0	2	regulation of somatic stem cell division	BP	1	1
GO:1904677	1.00000000000656	0.688935054378291	0	2	positive regulation of somatic stem cell division	BP	1	1
GO:0000814	1.00000000000657	0.785869288937528	0	3	ESCRT II complex	CC	1	1
GO:0001641	1.00000000000658	0.956835249712606	0	2	group II metabotropic glutamate receptor activity	MF	1	1
GO:1901053	1.00000000000658	0.881503313140019	0	2	sarcosine catabolic process	BP	1	1
GO:0001163	1.00000000000658	0.721814425273841	0	2	RNA polymerase I transcription regulatory region sequence-specific DNA binding	MF	1	1
GO:2000615	1.0000000000066	0.833724726036466	0	1	regulation of histone H3-K9 acetylation	BP	1	1
GO:0006695	1.0000000000066	0.750837599093443	0	3	cholesterol biosynthetic process	BP	1	1
GO:0005046	1.00000000000664	0.816313422070201	0	1	KDEL sequence binding	MF	1	1
GO:0006621	1.00000000000664	0.816313422070201	0	1	protein retention in ER lumen	BP	1	1
GO:0046923	1.00000000000664	0.816313422070201	0	1	ER retention sequence binding	MF	1	1
GO:0035964	1.00000000000667	0.832181812225537	0	1	COPI-coated vesicle budding	BP	1	1
GO:0048200	1.00000000000667	0.832181812225537	0	1	Golgi transport vesicle coating	BP	1	1
GO:0048205	1.00000000000667	0.832181812225537	0	1	COPI coating of Golgi vesicle	BP	1	1
GO:0004720	1.00000000000667	0.968819402374697	0	2	protein-lysine 6-oxidase activity	MF	1	1
GO:0018057	1.00000000000667	0.968819402374697	0	2	peptidyl-lysine oxidation	BP	1	1
GO:0070762	1.00000000000669	0.679866874613571	0	2	nuclear pore transmembrane ring	CC	1	1
GO:0008625	1.00000000000671	0.767828302313453	0	4	extrinsic apoptotic signaling pathway via death domain receptors	BP	1	1
GO:0032494	1.00000000000673	0.597777029404553	0	5	response to peptidoglycan	BP	1	1
GO:0030047	1.00000000000674	0.778635467370814	0	2	actin modification	BP	1	1
GO:0004530	1.00000000000678	0.678415034666627	0	2	deoxyribonuclease I activity	MF	1	1
GO:0016443	1.00000000000678	0.678415034666627	0	2	bidentate ribonuclease III activity	MF	1	1
GO:0042537	1.0000000000068	0.820693791667165	0	5	benzene-containing compound metabolic process	BP	1	1
GO:0061824	1.00000000000683	0.970653412063176	0	2	cytosolic ciliogenesis	BP	1	1
GO:0009270	1.00000000000685	0.953245216983084	0	3	response to humidity	BP	1	1
GO:0005462	1.00000000000686	0.852579016129702	0	3	UDP-N-acetylglucosamine transmembrane transporter activity	MF	1	1
GO:0005464	1.00000000000686	0.852579016129702	0	3	UDP-xylose transmembrane transporter activity	MF	1	1
GO:0070124	1.00000000000688	0.933312068592431	0	2	mitochondrial translational initiation	BP	1	1
GO:1901977	1.00000000000688	0.813159601711964	0	2	negative regulation of cell cycle checkpoint	BP	1	1
GO:2000002	1.00000000000688	0.813159601711964	0	2	negative regulation of DNA damage checkpoint	BP	1	1
GO:0050700	1.00000000000689	0.743582893437829	0	3	CARD domain binding	MF	1	1
GO:0043137	1.0000000000069	0.818351324033065	0	2	DNA replication, removal of RNA primer	BP	1	1
GO:1900115	1.00000000000692	0.820845888582615	0	2	extracellular regulation of signal transduction	BP	1	1
GO:0004822	1.00000000000693	0.765063745806538	0	2	isoleucine-tRNA ligase activity	MF	1	1
GO:0006428	1.00000000000693	0.765063745806538	0	2	isoleucyl-tRNA aminoacylation	BP	1	1
GO:0051209	1.00000000000693	0.800965487290724	0	2	release of sequestered calcium ion into cytosol	BP	1	1
GO:0033566	1.00000000000698	0.865150329731806	0	2	gamma-tubulin complex localization	BP	1	1
GO:0003980	1.000000000007	0.819106486014985	0	1	UDP-glucose:glycoprotein glucosyltransferase activity	MF	1	1
GO:0030742	1.000000000007	0.708419844304289	0	2	GTP-dependent protein binding	MF	1	1
GO:0071008	1.00000000000705	0.810072454846526	0	2	U2-type post-mRNA release spliceosomal complex	CC	1	1
GO:0004427	1.00000000000707	0.829943743000568	0	1	inorganic diphosphate phosphatase activity	MF	1	1
GO:0019103	1.00000000000707	0.829943743000568	0	1	pyrimidine nucleotide binding	MF	1	1
GO:0055003	1.0000000000071	0.802296095429468	0	2	cardiac myofibril assembly	BP	1	1
GO:1905304	1.0000000000071	0.802296095429468	0	2	regulation of cardiac myofibril assembly	BP	1	1
GO:0006361	1.0000000000071	0.663680397604883	0	3	transcription initiation at RNA polymerase I promoter	BP	1	1
GO:0071568	1.0000000000071	0.816529110222014	0	2	UFM1 transferase activity	MF	1	1
GO:0034086	1.00000000000712	0.556701881128573	0	5	maintenance of sister chromatid cohesion	BP	1	1
GO:0034088	1.00000000000712	0.556701881128573	0	5	maintenance of mitotic sister chromatid cohesion	BP	1	1
GO:0070601	1.00000000000718	0.644013095392234	0	5	centromeric sister chromatid cohesion	BP	1	1
GO:0016882	1.00000000000719	0.780980016158868	0	2	cyclo-ligase activity	MF	1	1
GO:0071922	1.00000000000723	0.556200132246679	0	3	regulation of cohesin loading	BP	1	1
GO:0061774	1.00000000000724	0.679570853364171	0	2	cohesin unloading	BP	1	1
GO:0061781	1.00000000000724	0.679570853364171	0	2	mitotic cohesin unloading	BP	1	1
GO:0045200	1.00000000000728	0.669396698754259	0	2	establishment of neuroblast polarity	BP	1	1
GO:0031071	1.00000000000732	0.823916152391811	0	2	cysteine desulfurase activity	MF	1	1
GO:1901044	1.00000000000733	0.685896210111879	0	2	protein polyubiquitination involved in nucleus-associated proteasomal ubiquitin-dependent protein catabolic process	BP	1	1
GO:0034769	1.00000000000733	0.547843976542549	0	3	basement membrane disassembly	BP	1	1
GO:0004622	1.00000000000738	0.666247276324045	0	5	lysophospholipase activity	MF	1	1
GO:1903630	1.00000000000741	0.851293251763151	0	2	regulation of aminoacyl-tRNA ligase activity	BP	1	1
GO:1903632	1.00000000000741	0.851293251763151	0	2	positive regulation of aminoacyl-tRNA ligase activity	BP	1	1
GO:0016507	1.00000000000744	0.810034241655844	0	1	mitochondrial fatty acid beta-oxidation multienzyme complex	CC	1	1
GO:0016509	1.00000000000744	0.810034241655844	0	1	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	MF	1	1
GO:0036125	1.00000000000744	0.810034241655844	0	1	fatty acid beta-oxidation multienzyme complex	CC	1	1
GO:0007604	1.00000000000744	0.944725858908306	0	5	phototransduction, UV	BP	1	1
GO:0090129	1.00000000000744	0.666934320868081	0	2	positive regulation of synapse maturation	BP	1	1
GO:2001260	1.00000000000745	0.642079654849307	0	2	regulation of semaphorin-plexin signaling pathway	BP	1	1
GO:0035026	1.00000000000745	0.796071144876246	0	1	leading edge cell differentiation	BP	1	1
GO:0046663	1.00000000000745	0.796071144876246	0	1	dorsal closure, leading edge cell differentiation	BP	1	1
GO:0031223	1.00000000000747	0.968449415257326	0	2	auditory behavior	BP	1	1
GO:0000033	1.00000000000747	0.73726623413205	0	2	alpha-1,3-mannosyltransferase activity	MF	1	1
GO:0035321	1.00000000000747	0.536167667847736	0	3	maintenance of imaginal disc-derived wing hair orientation	BP	1	1
GO:0004363	1.00000000000747	0.977290948616437	0	2	glutathione synthase activity	MF	1	1
GO:0006569	1.00000000000747	0.977290948616437	0	2	tryptophan catabolic process	BP	1	1
GO:0014743	1.00000000000747	0.977290948616437	0	2	regulation of muscle hypertrophy	BP	1	1
GO:0014881	1.00000000000747	0.977290948616437	0	2	regulation of myofibril size	BP	1	1
GO:0014896	1.00000000000747	0.977290948616437	0	2	muscle hypertrophy	BP	1	1
GO:0042436	1.00000000000747	0.977290948616437	0	2	indole-containing compound catabolic process	BP	1	1
GO:0051427	1.00000000000747	0.977290948616437	0	2	hormone receptor binding	MF	1	1
GO:1903804	1.00000000000747	0.977290948616437	0	2	glycine import across plasma membrane	BP	1	1
GO:1904091	1.00000000000747	0.977290948616437	0	2	non-ribosomal peptide synthetase activity	MF	1	1
GO:0004747	1.0000000000075	0.894656795422057	0	2	ribokinase activity	MF	1	1
GO:0062028	1.00000000000755	0.792716432547594	0	2	regulation of stress granule assembly	BP	1	1
GO:0044785	1.00000000000758	0.906178857550947	0	2	metaphase/anaphase transition of meiotic cell cycle	BP	1	1
GO:1901994	1.00000000000758	0.906178857550947	0	2	negative regulation of meiotic cell cycle phase transition	BP	1	1
GO:1902102	1.00000000000758	0.906178857550947	0	2	regulation of metaphase/anaphase transition of meiotic cell cycle	BP	1	1
GO:1902103	1.00000000000758	0.906178857550947	0	2	negative regulation of metaphase/anaphase transition of meiotic cell cycle	BP	1	1
GO:1905132	1.00000000000758	0.906178857550947	0	2	regulation of meiotic chromosome separation	BP	1	1
GO:1905133	1.00000000000758	0.906178857550947	0	2	negative regulation of meiotic chromosome separation	BP	1	1
GO:0004534	1.00000000000759	0.628936534976714	0	3	5'-3' exoribonuclease activity	MF	1	1
GO:0035511	1.00000000000759	0.778612316684036	0	2	oxidative DNA demethylation	BP	1	1
GO:0070579	1.00000000000759	0.778612316684036	0	2	methylcytosine dioxygenase activity	MF	1	1
GO:0080111	1.00000000000759	0.778612316684036	0	2	DNA demethylation	BP	1	1
GO:0007287	1.00000000000767	0.779578284089974	0	3	Nebenkern assembly	BP	1	1
GO:0008332	1.00000000000771	0.873507491339925	0	2	low voltage-gated calcium channel activity	MF	1	1
GO:0097109	1.00000000000772	0.97470351413409	0	2	neuroligin family protein binding	MF	1	1
GO:0016533	1.00000000000772	0.906970580151714	0	2	protein kinase 5 complex	CC	1	1
GO:0140450	1.00000000000772	0.829616529140913	0	1	protein targeting to Golgi apparatus	BP	1	1
GO:0010172	1.00000000000774	0.832565625423596	0	2	embryonic body morphogenesis	BP	1	1
